t,plant,axis,organ,Uptake_Nitrates
1703,1,MS,roots,1.40198348
1704,1,MS,roots,1.41733285
1705,1,MS,roots,1.44413907
1706,1,MS,roots,1.47700996
1707,1,MS,roots,1.50296414
1708,1,MS,roots,1.51844442
1709,1,MS,roots,1.52152073
1710,1,MS,roots,1.51363176
1711,1,MS,roots,1.50464943
1712,1,MS,roots,1.49625108
1713,1,MS,roots,1.48801105
1714,1,MS,roots,1.4813666
1715,1,MS,roots,1.47296257
1716,1,MS,roots,1.46423274
1717,1,MS,roots,1.45882266
1718,1,MS,roots,1.45854985
1719,1,MS,roots,1.46468544
1720,1,MS,roots,1.47486316
1721,1,MS,roots,1.49378378
1722,1,MS,roots,1.51061313
1723,1,MS,roots,1.52676423
1724,1,MS,roots,1.54290401
1725,1,MS,roots,1.56547051
1726,1,MS,roots,1.62356316
1727,1,MS,roots,1.68950465
1728,1,MS,roots,1.77181697
1729,1,MS,roots,1.84043769
1730,1,MS,roots,1.87611654
1731,1,MS,roots,1.88288747
1732,1,MS,roots,1.87004261
1733,1,MS,roots,1.85453172
1734,1,MS,roots,1.83632124
1735,1,MS,roots,1.81913244
1736,1,MS,roots,1.80248475
1737,1,MS,roots,1.78020497
1738,1,MS,roots,1.75509971
1739,1,MS,roots,1.728692
1740,1,MS,roots,1.70379933
1741,1,MS,roots,1.68822338
1742,1,MS,roots,1.68037987
1743,1,MS,roots,1.67777906
1744,1,MS,roots,1.6818487
1745,1,MS,roots,1.68934097
1746,1,MS,roots,1.69714828
1747,1,MS,roots,1.70687223
1748,1,MS,roots,1.72873621
1749,1,MS,roots,1.77446888
1750,1,MS,roots,1.8353048
1751,1,MS,roots,1.90605518
1752,1,MS,roots,1.96244343
1753,1,MS,roots,2.02805362
1754,1,MS,roots,2.07134454
1755,1,MS,roots,2.1180451
1756,1,MS,roots,2.14745432
1757,1,MS,roots,2.16559074
1758,1,MS,roots,2.1685231
1759,1,MS,roots,2.16292922
1760,1,MS,roots,2.1525094
1761,1,MS,roots,2.14031582
1762,1,MS,roots,2.12947084
1763,1,MS,roots,2.11871133
1764,1,MS,roots,2.11413751
1765,1,MS,roots,2.1112954
1766,1,MS,roots,2.11057583
1767,1,MS,roots,2.11443645
1768,1,MS,roots,2.12149738
1769,1,MS,roots,2.127296
1770,1,MS,roots,2.13920173
1771,1,MS,roots,2.15485417
1772,1,MS,roots,2.17167088
1773,1,MS,roots,2.1944679
1774,1,MS,roots,2.21868251
1775,1,MS,roots,2.24301357
1776,1,MS,roots,2.26009142
1777,1,MS,roots,2.27116219
1778,1,MS,roots,2.27725289
1779,1,MS,roots,2.27886952
1780,1,MS,roots,2.27179738
1781,1,MS,roots,2.25239042
1782,1,MS,roots,2.22969052
1783,1,MS,roots,2.20403655
1784,1,MS,roots,2.17981833
1785,1,MS,roots,2.15884614
1786,1,MS,roots,2.13850453
1787,1,MS,roots,2.11782019
1788,1,MS,roots,2.0991809
1789,1,MS,roots,2.08423481
1790,1,MS,roots,2.06534984
1791,1,MS,roots,2.05021404
1792,1,MS,roots,2.03999956
1793,1,MS,roots,2.02945279
1794,1,MS,roots,2.01616336
1795,1,MS,roots,2.00051327
1796,1,MS,roots,1.98840722
1797,1,MS,roots,1.98675512
1798,1,MS,roots,2.00435903
1799,1,MS,roots,2.08324038
1800,1,MS,roots,2.15284915
1801,1,MS,roots,2.19773088
1802,1,MS,roots,2.22586764
1803,1,MS,roots,2.24482463
1804,1,MS,roots,2.24891674
1805,1,MS,roots,2.2430154
1806,1,MS,roots,2.21655901
1807,1,MS,roots,2.18227193
1808,1,MS,roots,2.13466038
1809,1,MS,roots,2.08054411
1810,1,MS,roots,2.01757514
1811,1,MS,roots,1.9565991
1812,1,MS,roots,1.89307266
1813,1,MS,roots,1.83526549
1814,1,MS,roots,1.78478419
1815,1,MS,roots,1.7379845
1816,1,MS,roots,1.69627494
1817,1,MS,roots,1.64828085
1818,1,MS,roots,1.59578487
1819,1,MS,roots,1.55152673
1820,1,MS,roots,1.51366283
1821,1,MS,roots,1.49180838
1822,1,MS,roots,1.482801
1823,1,MS,roots,1.4837522
1824,1,MS,roots,1.47591088
1825,1,MS,roots,1.46700657
1826,1,MS,roots,1.48675504
1827,1,MS,roots,1.51700899
1828,1,MS,roots,1.53777719
1829,1,MS,roots,1.54700184
1830,1,MS,roots,1.54059422
1831,1,MS,roots,1.52134973
1832,1,MS,roots,1.49404756
1833,1,MS,roots,1.46241356
1834,1,MS,roots,1.42835432
1835,1,MS,roots,1.39216827
1836,1,MS,roots,1.35660587
1837,1,MS,roots,1.32338849
1838,1,MS,roots,1.29150123
1839,1,MS,roots,1.26178362
1840,1,MS,roots,1.23322634
1841,1,MS,roots,1.21050838
1842,1,MS,roots,1.19441519
1843,1,MS,roots,1.17515573
1844,1,MS,roots,1.15328558
1845,1,MS,roots,1.13802452
1846,1,MS,roots,1.13525796
1847,1,MS,roots,1.14285992
1848,1,MS,roots,1.17047779
1849,1,MS,roots,1.21749649
1850,1,MS,roots,1.26462047
1851,1,MS,roots,1.30580055
1852,1,MS,roots,1.33784924
1853,1,MS,roots,1.35985525
1854,1,MS,roots,1.36976544
1855,1,MS,roots,1.37005959
1856,1,MS,roots,1.36385908
1857,1,MS,roots,1.35384012
1858,1,MS,roots,1.34116694
1859,1,MS,roots,1.32373571
1860,1,MS,roots,1.30401588
1861,1,MS,roots,1.28420991
1862,1,MS,roots,1.26835317
1863,1,MS,roots,1.25501108
1864,1,MS,roots,1.24091236
1865,1,MS,roots,1.22723431
1866,1,MS,roots,1.20782405
1867,1,MS,roots,1.19141154
1868,1,MS,roots,1.17269174
1869,1,MS,roots,1.16605016
1870,1,MS,roots,1.17806643
1871,1,MS,roots,1.19768138
1872,1,MS,roots,1.22512233
1873,1,MS,roots,1.24878246
1874,1,MS,roots,1.27037387
1875,1,MS,roots,1.28223194
1876,1,MS,roots,1.29269599
1877,1,MS,roots,1.3027581
1878,1,MS,roots,1.30230506
1879,1,MS,roots,1.29717629
1880,1,MS,roots,1.28868983
1881,1,MS,roots,1.2775041
1882,1,MS,roots,1.26332314
1883,1,MS,roots,1.24742686
1884,1,MS,roots,1.22992488
1885,1,MS,roots,1.21384612
1886,1,MS,roots,1.20415757
1887,1,MS,roots,1.19663077
1888,1,MS,roots,1.18864026
1889,1,MS,roots,1.18293662
1890,1,MS,roots,1.17925143
1891,1,MS,roots,1.17222292
1892,1,MS,roots,1.16616473
1893,1,MS,roots,1.17491971
1894,1,MS,roots,1.18912108
1895,1,MS,roots,1.21213758
1896,1,MS,roots,1.24301747
1897,1,MS,roots,1.28455674
1898,1,MS,roots,1.32366685
1899,1,MS,roots,1.36108938
1900,1,MS,roots,1.39222009
1901,1,MS,roots,1.41954331
1902,1,MS,roots,1.43194358
1903,1,MS,roots,1.43340063
1904,1,MS,roots,1.43013774
1905,1,MS,roots,1.4234524
1906,1,MS,roots,1.41484104
1907,1,MS,roots,1.40303835
1908,1,MS,roots,1.39136309
1909,1,MS,roots,1.38411072
1910,1,MS,roots,1.38121349
1911,1,MS,roots,1.38133213
1912,1,MS,roots,1.38125686
1913,1,MS,roots,1.38569066
1914,1,MS,roots,1.39197581
1915,1,MS,roots,1.40256699
1916,1,MS,roots,1.40192145
1917,1,MS,roots,1.40702997
1918,1,MS,roots,1.41632256
1919,1,MS,roots,1.42714534
1920,1,MS,roots,1.44632005
1921,1,MS,roots,1.47305386
1922,1,MS,roots,1.50180188
1923,1,MS,roots,1.52185742
1924,1,MS,roots,1.53847542
1925,1,MS,roots,1.55310865
1926,1,MS,roots,1.55473667
1927,1,MS,roots,1.55017214
1928,1,MS,roots,1.54523531
1929,1,MS,roots,1.54254895
1930,1,MS,roots,1.54027996
1931,1,MS,roots,1.53567551
1932,1,MS,roots,1.53087407
1933,1,MS,roots,1.52854569
1934,1,MS,roots,1.52637236
1935,1,MS,roots,1.52487232
1936,1,MS,roots,1.51832941
1937,1,MS,roots,1.51352032
1938,1,MS,roots,1.51119488
1939,1,MS,roots,1.51522668
1940,1,MS,roots,1.52675524
1941,1,MS,roots,1.54157218
1942,1,MS,roots,1.56076793
1943,1,MS,roots,1.58130777
1944,1,MS,roots,1.60073577
1945,1,MS,roots,1.62179043
1946,1,MS,roots,1.64451856
1947,1,MS,roots,1.66463254
1948,1,MS,roots,1.68088401
1949,1,MS,roots,1.70925217
1950,1,MS,roots,1.72698617
1951,1,MS,roots,1.73636444
1952,1,MS,roots,1.73906878
1953,1,MS,roots,1.73778201
1954,1,MS,roots,1.73302521
1955,1,MS,roots,1.72841287
1956,1,MS,roots,1.72271508
1957,1,MS,roots,1.72003468
1958,1,MS,roots,1.7206919
1959,1,MS,roots,1.72245373
1960,1,MS,roots,1.72696523
1961,1,MS,roots,1.74015719
1962,1,MS,roots,1.7496049
1963,1,MS,roots,1.75702978
1964,1,MS,roots,1.76562723
1965,1,MS,roots,1.7808295
1966,1,MS,roots,1.79824596
1967,1,MS,roots,1.82348197
1968,1,MS,roots,1.89440968
1969,1,MS,roots,1.95690632
1970,1,MS,roots,2.01085961
1971,1,MS,roots,2.05218624
1972,1,MS,roots,2.06989472
1973,1,MS,roots,2.06871573
1974,1,MS,roots,2.05359325
1975,1,MS,roots,2.02558182
1976,1,MS,roots,1.99328744
1977,1,MS,roots,1.96138647
1978,1,MS,roots,1.92916873
1979,1,MS,roots,1.89531405
1980,1,MS,roots,1.86307403
1981,1,MS,roots,1.83642182
1982,1,MS,roots,1.81321504
1983,1,MS,roots,1.79172083
1984,1,MS,roots,1.77457223
1985,1,MS,roots,1.76113933
1986,1,MS,roots,1.75371099
1987,1,MS,roots,1.74851305
1988,1,MS,roots,1.74823773
1989,1,MS,roots,1.75129078
1990,1,MS,roots,1.75339777
1991,1,MS,roots,1.76090856
1992,1,MS,roots,1.77789475
1993,1,MS,roots,1.81904663
1994,1,MS,roots,1.86160143
1995,1,MS,roots,1.90116789
1996,1,MS,roots,1.93277825
1997,1,MS,roots,1.94966937
1998,1,MS,roots,1.94879786
1999,1,MS,roots,1.93193403
2000,1,MS,roots,1.9075012
2001,1,MS,roots,1.88012288
2002,1,MS,roots,1.84962569
2003,1,MS,roots,1.81793243
2004,1,MS,roots,1.78814081
2005,1,MS,roots,1.77064115
2006,1,MS,roots,1.75914127
2007,1,MS,roots,1.75469231
2008,1,MS,roots,1.75954627
2009,1,MS,roots,1.76992793
2010,1,MS,roots,1.78464071
2011,1,MS,roots,1.80250219
2012,1,MS,roots,1.83844034
2013,1,MS,roots,1.89191361
2014,1,MS,roots,1.95857578
2015,1,MS,roots,2.06364154
2016,1,MS,roots,3.61855501
2017,1,MS,roots,3.85322841
2018,1,MS,roots,4.08554659
2019,1,MS,roots,4.28717974
2020,1,MS,roots,4.43665354
2021,1,MS,roots,4.51584527
2022,1,MS,roots,4.52024047
2023,1,MS,roots,4.48469646
2024,1,MS,roots,4.43389466
2025,1,MS,roots,4.37403708
2026,1,MS,roots,4.30652341
2027,1,MS,roots,4.23239451
2028,1,MS,roots,4.1647015
2029,1,MS,roots,4.12159653
2030,1,MS,roots,4.10588388
2031,1,MS,roots,4.13049556
2032,1,MS,roots,4.1695801
2033,1,MS,roots,4.21517681
2034,1,MS,roots,4.26173255
2035,1,MS,roots,4.319075
2036,1,MS,roots,4.42011855
2037,1,MS,roots,4.59833052
2038,1,MS,roots,4.87359645
2039,1,MS,roots,5.15597493
2040,1,MS,roots,5.41412312
2041,1,MS,roots,5.66694591
2042,1,MS,roots,5.89307226
2043,1,MS,roots,6.06120379
2044,1,MS,roots,6.13443972
2045,1,MS,roots,6.11419508
2046,1,MS,roots,6.02373339
2047,1,MS,roots,5.90235429
2048,1,MS,roots,5.77173354
2049,1,MS,roots,5.64774918
2050,1,MS,roots,5.51049524
2051,1,MS,roots,5.3656141
2052,1,MS,roots,5.22434024
2053,1,MS,roots,5.10265222
2054,1,MS,roots,5.00413008
2055,1,MS,roots,4.93613087
2056,1,MS,roots,4.88925953
2057,1,MS,roots,4.8590436
2058,1,MS,roots,4.81951498
2059,1,MS,roots,4.78678869
2060,1,MS,roots,4.83696413
2061,1,MS,roots,4.90096837
2062,1,MS,roots,5.09666624
2063,1,MS,roots,5.31435858
2064,1,MS,roots,5.54123287
2065,1,MS,roots,5.75649722
2066,1,MS,roots,5.92635755
2067,1,MS,roots,6.01826597
2068,1,MS,roots,6.01126061
2069,1,MS,roots,5.9198223
2070,1,MS,roots,5.76942949
2071,1,MS,roots,5.593306
2072,1,MS,roots,5.41355368
2073,1,MS,roots,5.22474511
2074,1,MS,roots,5.03859194
2075,1,MS,roots,4.85267049
2076,1,MS,roots,4.67444562
2077,1,MS,roots,4.53251419
2078,1,MS,roots,4.42064657
2079,1,MS,roots,4.33966052
2080,1,MS,roots,4.26462245
2081,1,MS,roots,4.20636779
2082,1,MS,roots,4.15290199
2083,1,MS,roots,4.10718634
2084,1,MS,roots,4.11380171
2085,1,MS,roots,4.1867871
2086,1,MS,roots,4.38391806
2087,1,MS,roots,4.60510792
2088,1,MS,roots,4.84917813
2089,1,MS,roots,5.09831585
2090,1,MS,roots,5.30073453
2091,1,MS,roots,5.4662853
2092,1,MS,roots,5.56522852
2093,1,MS,roots,5.57065329
2094,1,MS,roots,5.48966846
2095,1,MS,roots,5.35148617
2096,1,MS,roots,5.1871712
2097,1,MS,roots,5.01326343
2098,1,MS,roots,4.83530258
2099,1,MS,roots,4.68340237
2100,1,MS,roots,4.53821011
2101,1,MS,roots,4.4175642
2102,1,MS,roots,4.32980055
2103,1,MS,roots,4.26388812
2104,1,MS,roots,4.2152664
2105,1,MS,roots,4.18076063
2106,1,MS,roots,4.16727707
2107,1,MS,roots,4.16921622
2108,1,MS,roots,4.23332938
2109,1,MS,roots,4.37447441
2110,1,MS,roots,4.57407034
2111,1,MS,roots,4.79921088
2112,1,MS,roots,5.01455521
2113,1,MS,roots,5.23167096
2114,1,MS,roots,5.41659561
2115,1,MS,roots,5.54750825
2116,1,MS,roots,5.59206153
2117,1,MS,roots,5.55483258
2118,1,MS,roots,5.44282438
2119,1,MS,roots,5.29090155
2120,1,MS,roots,5.15756929
2121,1,MS,roots,5.01555949
2122,1,MS,roots,4.88751711
2123,1,MS,roots,4.7620145
2124,1,MS,roots,4.64944711
2125,1,MS,roots,4.58085651
2126,1,MS,roots,4.54649409
2127,1,MS,roots,4.52470347
2128,1,MS,roots,4.52534821
2129,1,MS,roots,4.55095017
2130,1,MS,roots,4.59011061
2131,1,MS,roots,4.64379361
2132,1,MS,roots,4.74350706
2133,1,MS,roots,4.93502188
2134,1,MS,roots,5.17419995
2135,1,MS,roots,5.42867303
2136,1,MS,roots,5.66567744
2137,1,MS,roots,5.87104049
2138,1,MS,roots,6.01364449
2139,1,MS,roots,6.0902344
2140,1,MS,roots,6.08804226
2141,1,MS,roots,6.02636978
2142,1,MS,roots,5.91061341
2143,1,MS,roots,5.76749633
2144,1,MS,roots,5.62416663
2145,1,MS,roots,5.48693555
2146,1,MS,roots,5.36345983
2147,1,MS,roots,5.24307671
2148,1,MS,roots,5.12946842
2149,1,MS,roots,5.09069722
2150,1,MS,roots,5.05604877
2151,1,MS,roots,5.05323361
2152,1,MS,roots,5.07539006
2153,1,MS,roots,5.11651936
2154,1,MS,roots,5.17491495
2155,1,MS,roots,5.23373839
2156,1,MS,roots,5.38453892
2157,1,MS,roots,5.59768602
2158,1,MS,roots,5.85515248
2159,1,MS,roots,6.11462439
2160,1,MS,roots,6.34943606
2161,1,MS,roots,6.54509108
2162,1,MS,roots,6.68277308
2163,1,MS,roots,6.74473995
2164,1,MS,roots,6.75278381
2165,1,MS,roots,6.69592803
2166,1,MS,roots,6.54048802
2167,1,MS,roots,6.35721102
2168,1,MS,roots,6.19181576
2169,1,MS,roots,6.04353947
2170,1,MS,roots,5.89178619
2171,1,MS,roots,5.74002251
2172,1,MS,roots,5.61850636
2173,1,MS,roots,5.55985334
2174,1,MS,roots,5.49957402
2175,1,MS,roots,5.45194552
2176,1,MS,roots,5.44025777
2177,1,MS,roots,5.47385166
2178,1,MS,roots,5.53654235
2179,1,MS,roots,5.59223958
2180,1,MS,roots,5.72176166
2181,1,MS,roots,5.86279397
2182,1,MS,roots,5.9334082
2183,1,MS,roots,6.04445455
2184,1,MS,roots,6.17829638
2185,1,MS,roots,6.33136048
2186,1,MS,roots,6.39613666
2187,1,MS,roots,6.39986434
2188,1,MS,roots,6.30074021
2189,1,MS,roots,6.1383787
2190,1,MS,roots,5.94993452
2191,1,MS,roots,5.76841074
2192,1,MS,roots,5.60619548
2193,1,MS,roots,5.46786465
2194,1,MS,roots,5.33227516
2195,1,MS,roots,5.19017165
2196,1,MS,roots,5.07333885
2197,1,MS,roots,4.99451055
2198,1,MS,roots,4.93326735
2199,1,MS,roots,4.92049757
2200,1,MS,roots,4.91641275
2201,1,MS,roots,4.91297795
2202,1,MS,roots,4.9261371
2203,1,MS,roots,4.93449201
2204,1,MS,roots,5.01350247
2205,1,MS,roots,5.17796949
2206,1,MS,roots,5.34884995
2207,1,MS,roots,5.51281792
2208,1,MS,roots,5.63715804
2209,1,MS,roots,5.75482134
2210,1,MS,roots,5.80074929
2211,1,MS,roots,5.815253
2212,1,MS,roots,5.76796503
2213,1,MS,roots,5.68730005
2214,1,MS,roots,5.57457008
2215,1,MS,roots,5.43374697
2216,1,MS,roots,5.30625491
2217,1,MS,roots,5.17091178
2218,1,MS,roots,5.04036177
2219,1,MS,roots,4.9079039
2220,1,MS,roots,4.79836389
2221,1,MS,roots,4.75000835
2222,1,MS,roots,4.7070451
2223,1,MS,roots,4.70062667
2224,1,MS,roots,4.70858411
2225,1,MS,roots,4.72008702
2226,1,MS,roots,4.74256646
2227,1,MS,roots,4.76781876
2228,1,MS,roots,4.84682177
2229,1,MS,roots,4.96656988
2230,1,MS,roots,5.12917964
2231,1,MS,roots,5.32038541
2232,1,MS,roots,5.40933453
2233,1,MS,roots,5.48800157
2234,1,MS,roots,5.55721981
2235,1,MS,roots,5.59023088
2236,1,MS,roots,5.60919591
2237,1,MS,roots,5.58673344
2238,1,MS,roots,5.53240405
2239,1,MS,roots,5.46594916
2240,1,MS,roots,5.38385264
2241,1,MS,roots,5.31568798
2242,1,MS,roots,5.22466626
2243,1,MS,roots,5.14952075
2244,1,MS,roots,5.09189075
2245,1,MS,roots,5.06068133
2246,1,MS,roots,5.04174192
2247,1,MS,roots,5.03025307
2248,1,MS,roots,5.02942215
2249,1,MS,roots,5.0340274
2250,1,MS,roots,5.02866589
2251,1,MS,roots,5.02950995
2252,1,MS,roots,5.05164246
2253,1,MS,roots,5.09326102
2254,1,MS,roots,5.1153625
2255,1,MS,roots,5.1382789
2256,1,MS,roots,5.12092363
2257,1,MS,roots,5.07630737
2258,1,MS,roots,5.02180275
2259,1,MS,roots,4.95232485
2260,1,MS,roots,4.8845602
2261,1,MS,roots,4.81444599
2262,1,MS,roots,4.73870998
2263,1,MS,roots,4.64954525
2264,1,MS,roots,4.55528491
2265,1,MS,roots,4.47185097
2266,1,MS,roots,4.3939047
2267,1,MS,roots,4.32234339
2268,1,MS,roots,4.25666812
2269,1,MS,roots,4.20491049
2270,1,MS,roots,4.15843062
2271,1,MS,roots,4.11819207
2272,1,MS,roots,4.07084417
2273,1,MS,roots,4.04900497
2274,1,MS,roots,4.03461
2275,1,MS,roots,4.02451481
2276,1,MS,roots,4.02797334
2277,1,MS,roots,4.04677807
2278,1,MS,roots,4.07878519
2279,1,MS,roots,4.11947329
2280,1,MS,roots,4.172342
2281,1,MS,roots,4.24428531
2282,1,MS,roots,4.31493705
2283,1,MS,roots,4.37366663
2284,1,MS,roots,4.40800314
2285,1,MS,roots,4.42789054
2286,1,MS,roots,4.41563398
2287,1,MS,roots,4.37562968
2288,1,MS,roots,4.32440042
2289,1,MS,roots,4.27817919
2290,1,MS,roots,4.22369707
2291,1,MS,roots,4.17331042
2292,1,MS,roots,4.13211083
2293,1,MS,roots,4.09041071
2294,1,MS,roots,4.05718786
2295,1,MS,roots,4.03587322
2296,1,MS,roots,4.0221927
2297,1,MS,roots,4.01004161
2298,1,MS,roots,3.99322177
2299,1,MS,roots,3.98558692
2300,1,MS,roots,3.97900949
2301,1,MS,roots,3.97967818
2302,1,MS,roots,3.99526505
2303,1,MS,roots,4.02457954
2304,1,MS,roots,4.04643723
2305,1,MS,roots,4.08050603
2306,1,MS,roots,4.13494368
2307,1,MS,roots,4.16632093
2308,1,MS,roots,4.18799583
2309,1,MS,roots,4.19662427
2310,1,MS,roots,4.18958849
2311,1,MS,roots,4.16608517
2312,1,MS,roots,4.1432704
2313,1,MS,roots,4.12462965
2314,1,MS,roots,4.10721225
2315,1,MS,roots,4.0859549
2316,1,MS,roots,4.06791394
2317,1,MS,roots,4.06668332
2318,1,MS,roots,4.0506273
2319,1,MS,roots,4.04905534
2320,1,MS,roots,4.05004358
2321,1,MS,roots,4.05767381
2322,1,MS,roots,4.06545315
2323,1,MS,roots,4.08145144
2324,1,MS,roots,4.15028853
2325,1,MS,roots,4.25383387
2326,1,MS,roots,4.39198527
2327,1,MS,roots,4.54904956
2328,1,MS,roots,4.71280566
2329,1,MS,roots,4.88455582
2330,1,MS,roots,5.0661988
2331,1,MS,roots,5.21607688
2332,1,MS,roots,5.2911064
2333,1,MS,roots,5.29622372
2334,1,MS,roots,5.24731097
2335,1,MS,roots,5.14379984
2336,1,MS,roots,5.05835846
2337,1,MS,roots,4.96525627
2338,1,MS,roots,4.85636315
2339,1,MS,roots,4.75204287
2340,1,MS,roots,4.65775082
2341,1,MS,roots,4.56971165
2342,1,MS,roots,4.4861056
2343,1,MS,roots,4.41362271
2344,1,MS,roots,4.3554087
2345,1,MS,roots,4.29824899
2346,1,MS,roots,4.24522977
2347,1,MS,roots,4.19193447
2348,1,MS,roots,4.15094959
2349,1,MS,roots,4.10478333
2350,1,MS,roots,4.04291705
2351,1,MS,roots,4.01850705
2352,1,MS,roots,3.99680714
2353,1,MS,roots,3.97122521
2354,1,MS,roots,3.93090441
2355,1,MS,roots,3.86384295
2356,1,MS,roots,3.76368157
2357,1,MS,roots,3.64842397
2358,1,MS,roots,3.52089701
2359,1,MS,roots,3.39757642
2360,1,MS,roots,3.28979664
2361,1,MS,roots,3.19200991
2362,1,MS,roots,3.09838507
2363,1,MS,roots,3.00479471
2364,1,MS,roots,2.91890506
2365,1,MS,roots,2.84874426
2366,1,MS,roots,2.78920559
2367,1,MS,roots,2.7293762
2368,1,MS,roots,2.66431155
2369,1,MS,roots,2.58905534
2370,1,MS,roots,2.51637118
2371,1,MS,roots,2.45711125
2372,1,MS,roots,2.40357284
2373,1,MS,roots,2.36309705
2374,1,MS,roots,2.33033142
2375,1,MS,roots,2.29072154
2376,1,MS,roots,2.26321063
2377,1,MS,roots,2.25531488
2378,1,MS,roots,2.25565969
2379,1,MS,roots,2.2464333
2380,1,MS,roots,2.22868236
2381,1,MS,roots,2.20331027
2382,1,MS,roots,2.165153
2383,1,MS,roots,2.10794229
2384,1,MS,roots,2.03990612
2385,1,MS,roots,1.96175775
2386,1,MS,roots,1.88409062
2387,1,MS,roots,1.80864917
2388,1,MS,roots,1.74230094
2389,1,MS,roots,1.69232558
2390,1,MS,roots,1.65314184
2391,1,MS,roots,1.61924988
2392,1,MS,roots,1.59086616
2393,1,MS,roots,1.56578159
2394,1,MS,roots,1.54125926
2395,1,MS,roots,1.52474109
2396,1,MS,roots,1.52666849
2397,1,MS,roots,1.54302301
2398,1,MS,roots,1.58025754
2399,1,MS,roots,1.6332098
2400,1,MS,roots,1.69507444
2401,1,MS,roots,1.74961977
2402,1,MS,roots,1.78127228
2403,1,MS,roots,1.79921956
2404,1,MS,roots,1.79774794
2405,1,MS,roots,1.78864265
2406,1,MS,roots,1.75941121
2407,1,MS,roots,1.71952274
2408,1,MS,roots,1.67029167
2409,1,MS,roots,1.62434038
2410,1,MS,roots,1.57367612
2411,1,MS,roots,1.52554598
2412,1,MS,roots,1.48551911
2413,1,MS,roots,1.46306066
2414,1,MS,roots,1.45237775
2415,1,MS,roots,1.4483283
2416,1,MS,roots,1.44992192
2417,1,MS,roots,1.45433736
2418,1,MS,roots,1.46449126
2419,1,MS,roots,1.47511534
2420,1,MS,roots,1.49467641
2421,1,MS,roots,1.52840578
2422,1,MS,roots,1.56178723
2423,1,MS,roots,1.59164742
2424,1,MS,roots,1.62288501
2425,1,MS,roots,1.64448689
2426,1,MS,roots,1.63717301
2427,1,MS,roots,1.62692457
2428,1,MS,roots,1.60891384
2429,1,MS,roots,1.57184766
2430,1,MS,roots,1.52867133
2431,1,MS,roots,1.47949172
2432,1,MS,roots,1.42755178
2433,1,MS,roots,1.37803608
2434,1,MS,roots,1.33043733
2435,1,MS,roots,1.28660356
2436,1,MS,roots,1.25640116
2437,1,MS,roots,1.2388232
2438,1,MS,roots,1.22568509
2439,1,MS,roots,1.21747581
2440,1,MS,roots,1.21071676
2441,1,MS,roots,1.2116783
2442,1,MS,roots,1.21480691
2443,1,MS,roots,1.21807275
2444,1,MS,roots,1.22946807
2445,1,MS,roots,1.24430317
2446,1,MS,roots,1.25654213
2447,1,MS,roots,1.26267851
2448,1,MS,roots,1.26246519
2449,1,MS,roots,1.25691962
2450,1,MS,roots,1.24236733
2451,1,MS,roots,1.21547976
2452,1,MS,roots,1.18069377
2453,1,MS,roots,1.14076875
2454,1,MS,roots,1.09411117
2455,1,MS,roots,0
2456,1,MS,roots,0
2457,1,MS,roots,0
2458,1,MS,roots,0
2459,1,MS,roots,0
2460,1,MS,roots,0
2461,1,MS,roots,0
2462,1,MS,roots,0
2463,1,MS,roots,0
2464,1,MS,roots,0
2465,1,MS,roots,0
2466,1,MS,roots,0
2467,1,MS,roots,0
2468,1,MS,roots,0
2469,1,MS,roots,0
2470,1,MS,roots,0
2471,1,MS,roots,0
2472,1,MS,roots,0
2473,1,MS,roots,0
2474,1,MS,roots,0
2475,1,MS,roots,0
2476,1,MS,roots,0
2477,1,MS,roots,0
2478,1,MS,roots,0
2479,1,MS,roots,0
2480,1,MS,roots,0
2481,1,MS,roots,0
2482,1,MS,roots,0
2483,1,MS,roots,0
2484,1,MS,roots,0
2485,1,MS,roots,0
2486,1,MS,roots,0
2487,1,MS,roots,0
2488,1,MS,roots,0
2489,1,MS,roots,0
2490,1,MS,roots,0
2491,1,MS,roots,0
2492,1,MS,roots,0
2493,1,MS,roots,0
2494,1,MS,roots,0
2495,1,MS,roots,0
2496,1,MS,roots,0
2497,1,MS,roots,0
2498,1,MS,roots,0
2499,1,MS,roots,0
